,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental
12369,858E,TAMPINES WALK,4,2023,N,N,N,Y,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12371,859,TAMPINES AVE 5,13,1987,Y,N,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0
12375,859A,TAMPINES AVE 5,13,1987,Y,Y,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0
12377,859B,TAMPINES AVE 5,6,2018,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12378,859C,TAMPINES WALK,14,2023,Y,N,N,N,N,N,TAP,181,0,78,26,52,25,0,0,0,0,0,0,0
12379,859D,TAMPINES WALK,12,2023,Y,N,N,N,N,N,TAP,120,0,0,0,54,66,0,0,0,0,0,0,0
12380,859E,TAMPINES WALK,1,2024,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12393,860,TAMPINES AVE 5,11,1987,Y,N,N,Y,N,N,TAP,80,0,0,0,0,0,80,0,0,0,0,0,0
12396,860A,TAMPINES AVE 5,4,1987,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0
12397,860B,TAMPINES AVE 5,4,1987,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0
12398,860C,TAMPINES WALK,15,2023,Y,N,N,N,N,N,TAP,56,0,0,14,14,28,0,0,0,0,0,0,0
12399,860D,TAMPINES WALK,13,2023,Y,N,N,N,N,N,TAP,72,0,0,24,24,24,0,0,0,0,0,0,0
12401,861,TAMPINES AVE 5,13,1987,Y,Y,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0
12404,861A,TAMPINES AVE 5,13,1987,Y,N,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0
12406,862,TAMPINES ST 83,13,1987,Y,N,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0
12409,862A,TAMPINES ST 83,13,1987,Y,N,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0
12412,863,TAMPINES ST 83,11,1987,Y,N,N,N,N,N,TAP,80,0,0,0,0,0,80,0,0,0,0,0,0
12415,863A,TAMPINES ST 83,4,1987,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0
12416,863B,TAMPINES ST 83,4,1987,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0
12418,864,TAMPINES ST 83,13,1987,Y,N,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0
12421,864A,TAMPINES ST 83,13,1987,Y,N,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0
12422,864B,TAMPINES ST 83,5,1989,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12424,865,TAMPINES ST 83,12,1988,Y,Y,N,N,N,N,TAP,77,0,0,0,55,22,0,0,0,0,0,0,0
12429,866,TAMPINES ST 83,15,1988,Y,N,N,Y,N,N,TAP,110,0,0,0,88,22,0,0,0,0,0,0,0
12432,866A,TAMPINES ST 83,4,2004,N,Y,N,Y,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12434,867,TAMPINES ST 83,12,1988,Y,N,N,Y,N,N,TAP,88,0,0,0,48,40,0,0,0,0,0,0,0
12437,867A,TAMPINES ST 83,9,1988,Y,N,N,Y,N,N,TAP,56,0,0,0,0,0,56,0,0,0,0,0,0
12438,868,TAMPINES ST 83,12,1988,Y,N,N,N,N,N,TAP,110,0,0,0,70,40,0,0,0,0,0,0,0
12441,868A,TAMPINES AVE 8,16,2014,Y,N,N,Y,N,N,TAP,90,0,0,30,60,0,0,0,0,0,0,0,0
12442,868B,TAMPINES AVE 8,16,2014,Y,N,N,N,N,N,TAP,118,0,13,0,58,0,0,0,47,0,0,0,0
12443,868C,TAMPINES AVE 8,15,2014,Y,N,N,Y,N,N,TAP,126,0,19,42,0,0,0,0,65,0,0,0,0
12444,868D,TAMPINES AVE 8,1,2015,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12445,869,TAMPINES ST 83,12,1988,Y,N,N,N,N,N,TAP,88,0,0,0,48,40,0,0,0,0,0,0,0
12447,869A,TAMPINES AVE 8,16,2014,Y,N,N,N,N,N,TAP,90,0,0,30,60,0,0,0,0,0,0,0,0
12448,869B,TAMPINES AVE 8,15,2014,Y,N,N,N,N,N,TAP,98,0,0,56,42,0,0,0,0,0,0,0,0
12449,869C,TAMPINES AVE 8,6,2013,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12459,870,TAMPINES ST 83,12,1988,Y,N,N,N,N,N,TAP,110,0,0,0,70,40,0,0,0,0,0,0,0
12462,870A,TAMPINES ST 86,16,2015,Y,N,N,Y,N,N,TAP,135,0,0,0,90,45,0,0,0,0,0,0,0
12463,870B,TAMPINES ST 86,5,2015,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12464,870C,TAMPINES ST 86,1,2015,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12465,871,TAMPINES ST 84,12,1988,Y,N,N,Y,N,N,TAP,110,0,0,0,70,40,0,0,0,0,0,0,0
12468,871A,TAMPINES ST 84,12,1988,Y,N,N,N,N,N,TAP,87,0,0,0,68,19,0,0,0,0,0,0,0
12469,871B,TAMPINES ST 86,16,2015,Y,N,N,Y,N,N,TAP,135,0,0,0,90,45,0,0,0,0,0,0,0
12470,871C,TAMPINES ST 86,16,2015,Y,N,N,N,N,N,TAP,110,0,0,0,35,75,0,0,0,0,0,0,0
12471,872,TAMPINES ST 84,12,1988,Y,N,N,N,N,N,TAP,88,0,0,0,48,40,0,0,0,0,0,0,0
12474,872A,TAMPINES ST 86,16,2016,Y,N,N,N,N,N,TAP,240,0,0,0,0,0,0,0,0,135,105,0,0
12475,872B,TAMPINES ST 86,16,2016,Y,N,N,N,N,N,TAP,270,0,0,0,0,0,0,0,0,165,105,0,0
12476,872C,TAMPINES ST 86,2,2016,N,Y,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12477,873,TAMPINES ST 84,12,1988,Y,Y,N,N,N,N,TAP,88,0,0,0,48,40,0,0,0,0,0,0,0
12480,873A,TAMPINES ST 85,6,2020,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12481,873B,TAMPINES ST 85,1,2021,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12482,874,TAMPINES ST 84,12,1988,Y,N,N,Y,N,N,TAP,110,0,0,0,70,40,0,0,0,0,0,0,0
12485,874A,TAMPINES ST 84,9,1988,Y,N,N,N,N,N,TAP,64,0,0,0,0,0,64,0,0,0,0,0,0
12487,874B,TAMPINES ST 85,15,2020,Y,N,N,Y,N,N,TAP,96,0,0,0,41,55,0,0,0,0,0,0,0
12488,874C,TAMPINES ST 85,15,2020,Y,N,N,Y,N,N,TAP,112,0,0,0,56,56,0,0,0,0,0,0,0
12489,874D,TAMPINES ST 85,15,2021,Y,N,N,Y,N,N,TAP,111,0,0,0,56,55,0,0,0,0,0,0,0
12490,875,TAMPINES ST 84,12,1987,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12493,875A,TAMPINES ST 86,5,2020,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12494,875B,TAMPINES ST 86,15,2020,Y,N,N,Y,N,N,TAP,96,0,0,0,41,55,0,0,0,0,0,0,0
12495,876,TAMPINES ST 84,12,1987,Y,N,N,N,N,N,TAP,77,0,0,0,37,40,0,0,0,0,0,0,0
12498,876A,TAMPINES AVE 8,15,2020,Y,N,N,Y,N,N,TAP,112,0,0,0,56,56,0,0,0,0,0,0,0
12499,876B,TAMPINES AVE 8,1,2021,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12500,876C,TAMPINES AVE 8,15,2020,Y,N,N,N,N,N,TAP,111,0,0,0,56,55,0,0,0,0,0,0,0
12501,877,TAMPINES ST 84,12,1987,Y,N,N,Y,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12504,878,TAMPINES AVE 8,12,1987,Y,Y,N,Y,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12507,878A,TAMPINES AVE 8,15,2016,Y,N,N,N,N,N,TAP,101,0,0,40,61,0,0,0,0,0,0,0,0
12508,878B,TAMPINES AVE 8,15,2016,Y,N,N,N,N,N,TAP,82,0,0,27,55,0,0,0,0,0,0,0,0
12509,878C,TAMPINES AVE 8,2,2016,N,Y,N,Y,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12510,879,TAMPINES AVE 8,12,1987,Y,N,N,N,N,N,TAP,132,0,0,66,66,0,0,0,0,0,0,0,0
12513,879A,TAMPINES AVE 8,15,2016,Y,N,N,N,N,N,TAP,105,0,0,38,67,0,0,0,0,0,0,0,0
12514,879B,TAMPINES AVE 8,15,2016,Y,N,N,Y,N,N,TAP,136,0,0,55,81,0,0,0,0,0,0,0,0
12515,879C,TAMPINES AVE 8,6,2016,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12516,879D,TAMPINES AVE 8,1,2017,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12528,880,TAMPINES AVE 8,9,1987,Y,N,N,Y,N,N,TAP,80,0,0,0,52,28,0,0,0,0,0,0,0
12531,880A,TAMPINES AVE 8,4,1987,Y,N,N,N,N,N,TAP,24,0,0,0,18,6,0,0,0,0,0,0,0
12532,881,TAMPINES ST 84,12,1987,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12535,882,TAMPINES ST 84,12,1987,Y,N,N,Y,N,N,TAP,77,0,0,0,37,40,0,0,0,0,0,0,0
12537,882A,TAMPINES ST 83,5,1989,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12538,883,TAMPINES ST 84,12,1987,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12541,884,TAMPINES ST 83,12,1987,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12542,885,TAMPINES ST 83,12,1987,Y,N,N,N,N,N,TAP,132,0,0,66,66,0,0,0,0,0,0,0,0
12543,885A,TAMPINES ST 83,14,2011,Y,N,N,Y,N,N,TAP,234,0,0,0,0,0,0,0,0,182,52,0,0
12544,886,TAMPINES ST 83,9,1987,Y,N,N,N,N,N,TAP,80,0,0,0,52,28,0,0,0,0,0,0,0
12546,886A,TAMPINES ST 83,4,1987,Y,N,N,N,N,N,TAP,24,0,0,0,18,6,0,0,0,0,0,0,0
12551,887,TAMPINES ST 81,13,1988,Y,N,N,Y,N,N,TAP,108,0,0,0,66,42,0,0,0,0,0,0,0
12553,887A,TAMPINES ST 81,4,1988,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0
12557,888,TAMPINES ST 81,13,1988,Y,N,N,N,N,N,TAP,108,0,0,0,66,42,0,0,0,0,0,0,0
12559,888A,TAMPINES ST 81,13,1988,Y,N,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0
12561,889,TAMPINES ST 81,13,1988,Y,N,N,N,N,N,TAP,90,0,0,0,0,0,90,0,0,0,0,0,0
12563,889A,TAMPINES ST 81,13,1988,Y,N,N,Y,N,N,TAP,120,0,0,0,78,42,0,0,0,0,0,0,0
12577,890,TAMPINES AVE 1,4,2014,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12579,890A,TAMPINES AVE 1,16,2014,Y,N,N,Y,N,N,TAP,120,0,0,30,90,0,0,0,0,0,0,0,0
12581,890B,TAMPINES AVE 1,16,2014,Y,N,N,Y,N,N,TAP,120,0,0,30,90,0,0,0,0,0,0,0,0
12583,890C,TAMPINES AVE 1,14,2014,Y,N,N,N,N,N,TAP,55,0,0,39,16,0,0,0,0,0,0,0,0
12584,890D,TAMPINES AVE 1,1,2014,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12585,891,TAMPINES AVE 8,16,1996,Y,Y,N,N,N,N,TAP,90,0,0,0,90,0,0,0,0,0,0,0,0
12586,891A,TAMPINES AVE 8,16,1995,Y,N,N,N,N,N,TAP,90,0,0,0,90,0,0,0,0,0,0,0,0
12588,891B,TAMPINES AVE 8,5,1995,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12591,892,TAMPINES AVE 8,12,1995,Y,N,N,N,N,N,TAP,60,0,0,0,0,0,60,0,0,0,0,0,0
12592,892A,TAMPINES AVE 8,16,1995,Y,N,N,N,N,N,TAP,74,0,0,0,0,0,74,0,0,0,0,0,0
12596,893,TAMPINES AVE 8,16,1996,Y,N,N,N,N,N,TAP,74,0,0,0,0,0,74,0,0,0,0,0,0
12598,893A,TAMPINES AVE 8,12,1995,Y,N,N,N,N,N,TAP,60,0,0,0,0,0,60,0,0,0,0,0,0
12603,894,TAMPINES ST 81,11,1988,Y,N,N,N,N,N,TAP,90,0,0,0,0,0,90,0,0,0,0,0,0
12604,894A,TAMPINES ST 81,12,1987,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12609,895,TAMPINES ST 81,11,1988,Y,N,N,N,N,N,TAP,90,0,0,0,0,0,90,0,0,0,0,0,0
12610,895A,TAMPINES ST 81,11,1988,Y,N,N,N,N,N,TAP,60,0,0,0,0,0,60,0,0,0,0,0,0
12616,896,TAMPINES ST 81,13,1988,Y,N,N,Y,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0
12617,896A,TAMPINES ST 81,13,1988,Y,N,N,N,N,N,TAP,66,0,0,0,0,0,66,0,0,0,0,0,0
12621,897,TAMPINES ST 81,13,1988,Y,N,N,N,N,N,TAP,108,0,0,0,66,42,0,0,0,0,0,0,0
12622,897A,TAMPINES ST 81,12,1987,Y,N,N,N,N,N,TAP,132,0,0,66,66,0,0,0,0,0,0,0,0
12628,898,TAMPINES ST 81,12,1987,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12629,898A,TAMPINES ST 81,13,1988,Y,N,N,N,N,N,TAP,108,0,0,0,66,42,0,0,0,0,0,0,0
12632,899,TAMPINES ST 81,12,1987,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12633,899A,TAMPINES ST 81,12,1987,Y,N,N,N,N,N,TAP,132,0,0,66,66,0,0,0,0,0,0,0,0
12679,902,TAMPINES AVE 4,16,1983,Y,Y,N,N,N,N,TAP,142,0,0,0,142,0,0,0,0,0,0,0,0
12681,903,TAMPINES AVE 4,9,1983,Y,N,N,Y,N,N,TAP,84,0,0,0,20,64,0,0,0,0,0,0,0
12685,906,TAMPINES AVE 4,4,1983,Y,N,N,N,N,N,TAP,32,0,0,0,32,0,0,0,0,0,0,0,0
12687,907,TAMPINES AVE 4,13,1983,Y,N,N,N,N,N,TAP,124,0,0,76,48,0,0,0,0,0,0,0,0
12689,908,TAMPINES AVE 4,4,1983,Y,N,N,N,N,N,TAP,32,0,0,0,32,0,0,0,0,0,0,0,0
12692,909,TAMPINES AVE 4,13,1983,Y,N,N,N,N,N,TAP,122,0,0,71,48,0,2,0,0,0,0,1,0
12711,910,TAMPINES ST 91,13,1984,Y,Y,N,N,N,N,TAP,111,0,0,0,111,0,0,0,0,0,0,0,0
12714,911,TAMPINES ST 91,13,1984,Y,N,N,N,N,N,TAP,112,0,0,0,112,0,0,0,0,0,0,0,0
12717,912,TAMPINES ST 91,9,1983,Y,N,N,N,N,N,TAP,84,0,0,0,20,64,0,0,0,0,0,0,0
12720,913,TAMPINES ST 91,4,1983,Y,N,N,N,N,N,TAP,32,0,0,0,32,0,0,0,0,0,0,0,0
12723,914,TAMPINES ST 91,13,1983,Y,N,N,N,N,N,TAP,123,0,0,74,48,0,1,0,0,0,0,0,0
12726,915,TAMPINES ST 91,13,1983,Y,Y,N,N,N,N,TAP,113,0,0,64,45,0,1,0,0,0,0,3,0
12729,916,TAMPINES ST 91,16,1984,Y,N,N,Y,N,N,TAP,156,0,0,0,156,0,0,0,0,0,0,0,0
12755,921,TAMPINES ST 91,13,1984,Y,Y,N,N,N,N,TAP,132,0,0,0,132,0,0,0,0,0,0,0,0
12756,921A,TAMPINES ST 91,6,2012,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12759,922,TAMPINES ST 91,13,1984,Y,N,N,Y,N,N,TAP,96,0,0,0,18,78,0,0,0,0,0,0,0
12765,924,TAMPINES ST 91,13,1982,Y,N,N,N,N,N,TAP,119,0,0,70,48,0,1,0,0,0,0,0,0
12768,925,TAMPINES ST 91,13,1982,Y,N,N,N,N,N,TAP,120,0,0,72,48,0,0,0,0,0,0,0,0
12773,926,TAMPINES ST 91,9,1983,Y,N,N,N,N,N,TAP,84,0,0,0,20,64,0,0,0,0,0,0,0
12776,927,TAMPINES ST 91,4,1983,Y,N,N,N,N,N,TAP,32,0,0,0,32,0,0,0,0,0,0,0,0
12780,928,TAMPINES ST 91,4,1983,Y,N,N,N,N,N,TAP,32,0,0,0,32,0,0,0,0,0,0,0,0
12784,929,TAMPINES ST 91,13,1984,Y,Y,N,N,N,N,TAP,112,0,0,65,45,0,2,0,0,0,0,0,0
12804,930,TAMPINES ST 91,13,1984,Y,N,N,N,N,N,TAP,119,0,0,70,48,0,1,0,0,0,0,0,0
12808,931,TAMPINES ST 91,4,1984,Y,N,N,N,N,N,TAP,32,0,0,0,32,0,0,0,0,0,0,0,0
12813,932,TAMPINES ST 91,9,1984,Y,N,N,N,N,N,TAP,84,0,0,0,20,64,0,0,0,0,0,0,0
12820,933,TAMPINES ST 91,9,1984,Y,Y,N,N,N,N,TAP,118,0,0,0,118,0,0,0,0,0,0,0,0
12823,934,TAMPINES ST 91,16,1984,Y,N,N,N,N,N,TAP,120,0,0,0,120,0,0,0,0,0,0,0,0
12826,935,TAMPINES ST 91,9,1983,Y,Y,N,Y,N,N,TAP,132,0,0,0,132,0,0,0,0,0,0,0,0
12830,936,TAMPINES AVE 5,11,1988,Y,N,N,N,N,N,TAP,110,0,0,0,58,52,0,0,0,0,0,0,0
12833,937,TAMPINES AVE 5,11,1988,Y,N,N,N,N,N,TAP,50,0,0,0,0,0,50,0,0,0,0,0,0
12836,938,TAMPINES AVE 5,9,1988,Y,Y,N,Y,N,N,TAP,52,0,0,0,0,0,52,0,0,0,0,0,0
12839,939,TAMPINES AVE 5,12,1988,Y,Y,N,N,N,N,TAP,68,0,0,0,34,34,0,0,0,0,0,0,0
12856,940,TAMPINES AVE 5,9,1988,Y,N,N,N,N,N,TAP,88,0,0,0,0,0,88,0,0,0,0,0,0
12859,941,TAMPINES AVE 5,13,1988,Y,N,N,N,N,N,TAP,60,0,0,0,0,0,60,0,0,0,0,0,0
12863,942,TAMPINES AVE 5,13,1988,Y,N,N,Y,N,N,TAP,66,0,0,0,0,0,66,0,0,0,0,0,0
12866,943,TAMPINES AVE 5,9,1988,Y,N,N,Y,N,N,TAP,48,0,0,0,0,0,48,0,0,0,0,0,0
12869,944,TAMPINES AVE 5,11,1988,Y,N,N,N,N,N,TAP,60,0,0,0,0,0,60,0,0,0,0,0,0
12872,945,TAMPINES AVE 4,11,1988,Y,N,N,Y,N,N,TAP,90,0,0,0,54,36,0,0,0,0,0,0,0
12875,946,TAMPINES AVE 4,13,1988,Y,N,N,Y,N,N,TAP,60,0,0,0,36,24,0,0,0,0,0,0,0
12899,951,TAMPINES ST 96,1,2025,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12900,951A,TAMPINES ST 96,17,2024,Y,N,N,N,N,N,TAP,87,0,0,0,45,42,0,0,0,0,0,0,0
12901,951B,TAMPINES ST 96,17,2024,Y,N,N,N,N,N,TAP,87,0,0,0,45,42,0,0,0,0,0,0,0
12902,951C,TAMPINES ST 96,16,2024,Y,N,N,N,N,N,TAP,58,0,0,0,29,29,0,0,0,0,0,0,0
12905,952,TAMPINES ST 96,3,2023,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12906,952A,TAMPINES ST 96,17,2024,Y,N,N,N,N,N,TAP,84,0,0,0,43,41,0,0,0,0,0,0,0
12907,952B,TAMPINES ST 96,17,2024,Y,N,N,N,N,N,TAP,84,0,0,0,43,41,0,0,0,0,0,0,0
12908,952C,TAMPINES ST 96,16,2024,Y,N,N,N,N,N,TAP,55,0,0,0,28,27,0,0,0,0,0,0,0
12911,953,TAMPINES ST 96,1,2025,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12912,953A,TAMPINES ST 96,17,2023,Y,N,N,N,N,N,TAP,62,0,0,0,31,31,0,0,0,0,0,0,0
12913,953B,TAMPINES ST 96,17,2023,Y,N,N,N,N,N,TAP,62,0,0,0,31,31,0,0,0,0,0,0,0
12914,953C,TAMPINES ST 96,17,2023,Y,N,N,N,N,N,TAP,93,0,0,0,47,46,0,0,0,0,0,0,0
12916,954,TAMPINES ST 96,1,2023,N,N,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12917,954A,TAMPINES ST 96,16,2024,Y,N,N,Y,N,N,TAP,93,0,43,30,20,0,0,0,0,0,0,0,0
12918,954B,TAMPINES ST 96,16,2024,Y,N,N,Y,N,N,TAP,90,0,42,28,20,0,0,0,0,0,0,0,0
12919,954C,TAMPINES ST 96,17,2023,Y,Y,N,N,N,N,TAP,129,0,45,30,54,0,0,0,0,0,0,0,0
12920,954D,TAMPINES ST 96,17,2023,Y,Y,N,N,N,N,TAP,102,0,30,16,56,0,0,0,0,0,0,0,0
12942,960,TAMPINES ST 96,7,2024,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12943,960A,TAMPINES ST 96,13,2025,Y,N,N,N,N,N,TAP,82,0,0,0,46,36,0,0,0,0,0,0,0
12946,961A,TAMPINES ST 96,14,2025,Y,N,N,N,N,N,TAP,144,0,52,0,44,48,0,0,0,0,0,0,0
12947,961B,TAMPINES ST 96,17,2025,Y,N,N,N,N,N,TAP,172,0,0,0,113,59,0,0,0,0,0,0,0
12948,961C,TAMPINES ST 96,17,2025,Y,N,N,N,N,N,TAP,165,0,0,0,96,69,0,0,0,0,0,0,0
12953,962A,TAMPINES ST 96,17,2025,Y,N,N,N,N,N,TAP,187,0,94,0,61,32,0,0,0,0,0,0,0
12956,963,TAMPINES ST 96,7,2025,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12957,963A,TAMPINES ST 96,17,2025,Y,N,N,N,N,N,TAP,127,0,0,0,95,32,0,0,0,0,0,0,0
12958,963B,TAMPINES ST 96,17,2025,Y,N,N,Y,N,N,TAP,191,0,0,32,95,64,0,0,0,0,0,0,0
